0.000000	-0.000144
0.010000	0.004260
0.020000	0.008646
0.030000	0.012999
0.040000	0.017300
0.050000	0.021532
0.060000	0.025680
0.070000	0.029727
0.080000	0.033656
0.090000	0.037452
0.100000	0.041101
0.110000	0.044587
0.120000	0.047897
0.130000	0.051018
0.140000	0.053938
0.150000	0.056645
0.160000	0.059129
0.170000	0.061379
0.180000	0.063387
0.190000	0.065145
0.200000	0.066646
0.210000	0.067883
0.220000	0.068853
0.230000	0.069551
0.240000	0.069975
0.250000	0.070122
0.260000	0.069993
0.270000	0.069587
0.280000	0.068907
0.290000	0.067955
0.300000	0.066734
0.310000	0.065251
0.320000	0.063509
0.330000	0.061518
0.340000	0.059283
0.350000	0.056814
0.360000	0.054121
0.370000	0.051215
0.380000	0.048106
0.390000	0.044808
0.400000	0.041333
0.410000	0.037694
0.420000	0.033907
0.430000	0.029986
0.440000	0.025947
0.450000	0.021805
0.460000	0.017578
0.470000	0.013281
0.480000	0.008931
0.490000	0.004546
0.500000	0.000144
0.510000	-0.004260
0.520000	-0.008646
0.530000	-0.012999
0.540000	-0.017300
0.550000	-0.021532
0.560000	-0.025680
0.570000	-0.029727
0.580000	-0.033656
0.590000	-0.037452
0.600000	-0.041101
0.610000	-0.044587
0.620000	-0.047897
0.630000	-0.051018
0.640000	-0.053938
0.650000	-0.056645
0.660000	-0.059129
0.670000	-0.061379
0.680000	-0.063387
0.690000	-0.065145
0.700000	-0.066646
0.710000	-0.067883
0.720000	-0.068853
0.730000	-0.069551
0.740000	-0.069975
0.750000	-0.070122
0.760000	-0.069993
0.770000	-0.069587
0.780000	-0.068907
0.790000	-0.067955
0.800000	-0.066734
0.810000	-0.065251
0.820000	-0.063509
0.830000	-0.061518
0.840000	-0.059283
0.850000	-0.056814
0.860000	-0.054121
0.870000	-0.051215
0.880000	-0.048106
0.890000	-0.044808
0.900000	-0.041333
0.910000	-0.037694
0.920000	-0.033907
0.930000	-0.029986
0.940000	-0.025947
0.950000	-0.021805
0.960000	-0.017578
0.970000	-0.013281
0.980000	-0.008931
0.990000	-0.004546
1.000000	-0.000144
1.010000	0.004260
1.020000	0.008646
1.030000	0.012999
1.040000	0.017300
1.050000	0.021532
1.060000	0.025680
1.070000	0.029727
1.080000	0.033656
1.090000	0.037452
1.100000	0.041101
1.110000	0.044587
1.120000	0.047897
1.130000	0.051018
1.140000	0.053938
1.150000	0.056645
1.160000	0.059129
1.170000	0.061379
1.180000	0.063387
1.190000	0.065145
1.200000	0.066646
1.210000	0.067883
1.220000	0.068853
1.230000	0.069551
1.240000	0.069975
1.250000	0.070122
1.260000	0.069993
1.270000	0.069587
1.280000	0.068907
1.290000	0.067955
1.300000	0.066734
1.310000	0.065251
1.320000	0.063509
1.330000	0.061518
1.340000	0.059283
1.350000	0.056814
1.360000	0.054121
1.370000	0.051215
1.380000	0.048106
1.390000	0.044808
1.400000	0.041333
1.410000	0.037694
1.420000	0.033907
1.430000	0.029986
1.440000	0.025947
1.450000	0.021805
1.460000	0.017578
1.470000	0.013281
1.480000	0.008931
1.490000	0.004546
1.500000	0.000144
1.510000	-0.004260
1.520000	-0.008646
1.530000	-0.012999
1.540000	-0.017300
1.550000	-0.021532
1.560000	-0.025680
1.570000	-0.029727
1.580000	-0.033656
1.590000	-0.037452
1.600000	-0.041101
1.610000	-0.044587
1.620000	-0.047897
1.630000	-0.051018
1.640000	-0.053938
1.650000	-0.056645
1.660000	-0.059129
1.670000	-0.061379
1.680000	-0.063387
1.690000	-0.065145
1.700000	-0.066646
1.710000	-0.067883
1.720000	-0.068853
1.730000	-0.069551
1.740000	-0.069975
1.750000	-0.070122
1.760000	-0.069993
1.770000	-0.069587
1.780000	-0.068907
1.790000	-0.067955
1.800000	-0.066734
1.810000	-0.065251
1.820000	-0.063509
1.830000	-0.061518
1.840000	-0.059283
1.850000	-0.056814
1.860000	-0.054121
1.870000	-0.051215
1.880000	-0.048106
1.890000	-0.044808
1.900000	-0.041333
1.910000	-0.037694
1.920000	-0.033907
1.930000	-0.029986
1.940000	-0.025947
1.950000	-0.021805
1.960000	-0.017578
1.970000	-0.013281
1.980000	-0.008931
1.990000	-0.004546
2.000000	-0.000144
