0.000000	0.000192
0.010000	-0.011566
0.020000	-0.023278
0.030000	-0.034898
0.040000	-0.046381
0.050000	-0.057680
0.060000	-0.068752
0.070000	-0.079552
0.080000	-0.090038
0.090000	-0.100170
0.100000	-0.109905
0.110000	-0.119207
0.120000	-0.128039
0.130000	-0.136365
0.140000	-0.144153
0.150000	-0.151372
0.160000	-0.157994
0.170000	-0.163993
0.180000	-0.169344
0.190000	-0.174026
0.200000	-0.178022
0.210000	-0.181316
0.220000	-0.183893
0.230000	-0.185745
0.240000	-0.186864
0.250000	-0.187246
0.260000	-0.186888
0.270000	-0.185793
0.280000	-0.183965
0.290000	-0.181411
0.300000	-0.178141
0.310000	-0.174167
0.320000	-0.169507
0.330000	-0.164177
0.340000	-0.158200
0.350000	-0.151598
0.360000	-0.144398
0.370000	-0.136628
0.380000	-0.128318
0.390000	-0.119503
0.400000	-0.110215
0.410000	-0.100493
0.420000	-0.090374
0.430000	-0.079899
0.440000	-0.069108
0.450000	-0.058044
0.460000	-0.046752
0.470000	-0.035275
0.480000	-0.023658
0.490000	-0.011949
0.500000	-0.000192
0.510000	0.011566
0.520000	0.023278
0.530000	0.034898
0.540000	0.046381
0.550000	0.057680
0.560000	0.068752
0.570000	0.079552
0.580000	0.090038
0.590000	0.100170
0.600000	0.109905
0.610000	0.119207
0.620000	0.128039
0.630000	0.136365
0.640000	0.144153
0.650000	0.151372
0.660000	0.157994
0.670000	0.163993
0.680000	0.169344
0.690000	0.174026
0.700000	0.178022
0.710000	0.181316
0.720000	0.183893
0.730000	0.185745
0.740000	0.186864
0.750000	0.187246
0.760000	0.186888
0.770000	0.185793
0.780000	0.183965
0.790000	0.181411
0.800000	0.178141
0.810000	0.174167
0.820000	0.169507
0.830000	0.164177
0.840000	0.158200
0.850000	0.151598
0.860000	0.144398
0.870000	0.136628
0.880000	0.128318
0.890000	0.119503
0.900000	0.110215
0.910000	0.100493
0.920000	0.090374
0.930000	0.079899
0.940000	0.069108
0.950000	0.058044
0.960000	0.046752
0.970000	0.035275
0.980000	0.023658
0.990000	0.011949
1.000000	0.000192
1.010000	-0.011566
1.020000	-0.023278
1.030000	-0.034898
1.040000	-0.046381
1.050000	-0.057680
1.060000	-0.068752
1.070000	-0.079552
1.080000	-0.090038
1.090000	-0.100170
1.100000	-0.109905
1.110000	-0.119207
1.120000	-0.128039
1.130000	-0.136365
1.140000	-0.144153
1.150000	-0.151372
1.160000	-0.157994
1.170000	-0.163993
1.180000	-0.169344
1.190000	-0.174026
1.200000	-0.178022
1.210000	-0.181316
1.220000	-0.183893
1.230000	-0.185745
1.240000	-0.186864
1.250000	-0.187246
1.260000	-0.186888
1.270000	-0.185793
1.280000	-0.183965
1.290000	-0.181411
1.300000	-0.178141
1.310000	-0.174167
1.320000	-0.169507
1.330000	-0.164177
1.340000	-0.158200
1.350000	-0.151598
1.360000	-0.144398
1.370000	-0.136628
1.380000	-0.128318
1.390000	-0.119503
1.400000	-0.110215
1.410000	-0.100493
1.420000	-0.090374
1.430000	-0.079899
1.440000	-0.069108
1.450000	-0.058044
1.460000	-0.046752
1.470000	-0.035275
1.480000	-0.023658
1.490000	-0.011949
1.500000	-0.000192
1.510000	0.011566
1.520000	0.023278
1.530000	0.034898
1.540000	0.046381
1.550000	0.057680
1.560000	0.068752
1.570000	0.079552
1.580000	0.090038
1.590000	0.100170
1.600000	0.109905
1.610000	0.119207
1.620000	0.128039
1.630000	0.136365
1.640000	0.144153
1.650000	0.151372
1.660000	0.157994
1.670000	0.163993
1.680000	0.169344
1.690000	0.174026
1.700000	0.178022
1.710000	0.181316
1.720000	0.183893
1.730000	0.185745
1.740000	0.186864
1.750000	0.187246
1.760000	0.186888
1.770000	0.185793
1.780000	0.183965
1.790000	0.181411
1.800000	0.178141
1.810000	0.174167
1.820000	0.169507
1.830000	0.164177
1.840000	0.158200
1.850000	0.151598
1.860000	0.144398
1.870000	0.136628
1.880000	0.128318
1.890000	0.119503
1.900000	0.110215
1.910000	0.100493
1.920000	0.090374
1.930000	0.079899
1.940000	0.069108
1.950000	0.058044
1.960000	0.046752
1.970000	0.035275
1.980000	0.023658
1.990000	0.011949
2.000000	0.000192
